Key,Source,Context,English
FuriousRamsayPerkDesertVultureRank10LongDesc,progression,perk,"Being a [aceefc][U]MASTER[/U][-], you:\n • Do [ff595f]50%[-] more damage\n • Penetrate [ff595f]35%[-] armor\n • Reload [ff595f]35%[-] faster\n • Fire [ff595f]25%[-] faster\n • Craft quality [4287f5]6[-] Desert Vulture"

FuriousRamsayPerkRoboticsName,progression,perk,Robotics
FuriousRamsayPerkRoboticsDesc,progression,perk,"Specialize in Robotics"
FuriousRamsayPerkRoboticsRank1Desc,progression,perk,"[46aba1]Initiate[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkRoboticsExpPercLvl1:0)}%[-])"
FuriousRamsayPerkRoboticsRank1LongDesc,progression,perk,"Being an [aceefc][U]INITIATE[/U][-], your Robots:\n • Do [ff595f]2.5%[-] more damage\n • Penetrate [ff595f]2.5%[-] armor"
FuriousRamsayPerkRoboticsRank2Desc,progression,perk,"[46aba1]Novice[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkRoboticsExpPercLvl2:0)}%[-])"
FuriousRamsayPerkRoboticsRank2LongDesc,progression,perk,"Being a [aceefc][U]NOVICE[/U][-], your Robots:\n • Do [ff595f]5%[-] more damage\n • Penetrate [ff595f]5%[-] armor\nYou:\n • Can craft a [75d181]Robotic Dog[-]"
FuriousRamsayPerkRoboticsRank3Desc,progression,perk,"[46aba1]Competent[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkRoboticsExpPercLvl3:0)}%[-])"
FuriousRamsayPerkRoboticsRank3LongDesc,progression,perk,"Being [aceefc][U]COMPETENT[/U][-], your Robots:\n • Do [ff595f]7.5%[-] more damage\n • Penetrate [ff595f]7.5%[-] armor\nYou:\n • Can craft a [75d181]Robotic Wolf[-]"
FuriousRamsayPerkRoboticsRank4Desc,progression,perk,"[46aba1]Talented[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkRoboticsExpPercLvl4:0)}%[-])"
FuriousRamsayPerkRoboticsRank4LongDesc,progression,perk,"Being [aceefc][U]TALENTED[/U][-], your Robots:\n • Do [ff595f]10%[-] more damage\n • Penetrate [ff595f]10%[-] armor\nYou:\n • Can craft an [75d181]Exploding Robotic Boar[-]"
FuriousRamsayPerkRoboticsRank5Desc,progression,perk,"[46aba1]Skilled[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkRoboticsExpPercLvl5:0)}%[-])"
FuriousRamsayPerkRoboticsRank5LongDesc,progression,perk,"Being [aceefc][U]SKILLED[/U][-], your Robots:\n • Do [ff595f]15%[-] more damage\n • Penetrate [ff595f]12.5%[-] armor\nYou:\n • Can craft a [75d181]Robotic Lion[-]"
FuriousRamsayPerkRoboticsRank6Desc,progression,perk,"[46aba1]Seasoned[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkRoboticsExpPercLvl6:0)}%[-])"
FuriousRamsayPerkRoboticsRank6LongDesc,progression,perk,"Being [aceefc][U]SEASONED[/U][-], your Robots:\n • Do [ff595f]20%[-] more damage\n • Penetrate [ff595f]15%[-] armor"
FuriousRamsayPerkRoboticsRank7Desc,progression,perk,"[46aba1]Proficient[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkRoboticsExpPercLvl7:0)}%[-])"
FuriousRamsayPerkRoboticsRank7LongDesc,progression,perk,"Being [aceefc][U]PROFICIENT[/U][-], your Robots:\n • Do [ff595f]25%[-] more damage\n • Penetrate [ff595f]20%[-] armor\nYou:\n • Can craft a [75d181]Robotic Bear[-]"
FuriousRamsayPerkRoboticsRank8Desc,progression,perk,"[46aba1]Advanced[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkRoboticsExpPercLvl8:0)}%[-])"
FuriousRamsayPerkRoboticsRank8LongDesc,progression,perk,"Being [aceefc][U]ADVANCED[/U][-], your Robots:\n • Do [ff595f]30%[-] more damage\n • Penetrate [ff595f]25%[-] armor"
FuriousRamsayPerkRoboticsRank9Desc,progression,perk,"[46aba1]Expert[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkRoboticsExpPercLvl9:0)}%[-])"
FuriousRamsayPerkRoboticsRank9LongDesc,progression,perk,"Being an [aceefc][U]EXPERT[/U][-], your Robots:\n • Do [ff595f]40%[-] more damage\n • Penetrate [ff595f]30%[-] armor\nYou:\n • Can craft an [75d181]Android[-]"
FuriousRamsayPerkRoboticsRank10Desc,progression,perk,"[46aba1]Master[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayPerkRoboticsExpPercLvl10:0)}%[-])"
FuriousRamsayPerkRoboticsRank10LongDesc,progression,perk,"Being a [aceefc][U]MASTER[/U][-], your Robots:\n • Do [ff595f]50%[-] more damage\n • Penetrate [ff595f]35%[-] armor"

perkLightArmorDesc,progression,perk,Specialize in Leather armor to increase armor rating and armor durability
perkLightArmorName,progression,perk,Leather Armor
perkLightArmorRank1Desc,progression,perk,Leather Armor Level 1
perkLightArmorRank1LongDesc,progression,perk,"At [aceefc][U]LEVEL 1[/U][-]:\n • Reduce Stamina and Movement penalties by [ff595f]5%[-]\n • Improve Leather Armor durability by [ff595f]2.5%[-]"
perkLightArmorRank2Desc,progression,perk,Leather Armor Level 2
perkLightArmorRank2LongDesc,progression,perk,"At [aceefc][U]LEVEL 2[/U][-]:\n • Reduce Stamina and Movement penalties by [ff595f]10%[-]\n • Improve Leather Armor durability by [ff595f]5%[-]\n • Craft quality [4287f5]2[-] Leather Armor"
perkLightArmorRank3Desc,progression,perk,Leather Armor Level 3
perkLightArmorRank3LongDesc,progression,perk,"At [aceefc][U]LEVEL 3[/U][-]:\n • Reduce Stamina and Movement penalties by [ff595f]15%[-]\n • Improve Leather Armor durability by [ff595f]7.5%[-]\n • Can craft [75d181]Leather Helmet[-], [75d181]Leather Chest[-]"
perkLightArmorRank4Desc,progression,perk,Leather Armor Level 4
perkLightArmorRank4LongDesc,progression,perk,"At [aceefc][U]LEVEL 4[/U][-]:\n • Reduce Stamina and Movement penalties by [ff595f]20%[-]\n • Improve Leather Armor durability by [ff595f]10%[-]\n • Can craft [75d181]Leather Gloves[-], [75d181]Leather Legs[-]\n • Craft quality [4287f5]3[-] Leather Armor"
perkLightArmorRank5Desc,progression,perk,Leather Armor Level 5
perkLightArmorRank5LongDesc,progression,perk,"At [aceefc][U]LEVEL 5[/U][-]:\n • Reduce Stamina and Movement penalties by [ff595f]25%[-]\n • Improve Leather Armor durability by [ff595f]15%[-]\n • Can craft [75d181]Leather Boots[-]"
perkLightArmorRank6Desc,progression,perk,Leather Armor Level 6
perkLightArmorRank6LongDesc,progression,perk,"At [aceefc][U]LEVEL 6[/U][-]:\n • Reduce Stamina and Movement penalties by [ff595f]30%[-]\n • Improve Leather Armor durability by [ff595f]20%[-]\n • Craft quality [4287f5]4[-] Leather Armor"
perkLightArmorRank7Desc,progression,perk,Leather Armor Level 7
perkLightArmorRank7LongDesc,progression,perk,"At [aceefc][U]LEVEL 7[/U][-]:\n • Reduce Stamina and Movement penalties by [ff595f]40%[-]\n • Improve Leather Armor durability by [ff595f]30%[-]"
perkLightArmorRank8Desc,progression,perk,Leather Armor Level 8
perkLightArmorRank8LongDesc,progression,perk,"At [aceefc][U]LEVEL 8[/U][-]:\n • Reduce Stamina and Movement penalties by [ff595f]50%[-]\n • Improve Leather Armor durability by [ff595f]40%[-]\n • Craft quality [4287f5]5[-] Leather Armor"
perkLightArmorRank9Desc,progression,perk,Leather Armor Level 9
perkLightArmorRank9LongDesc,progression,perk,"At [aceefc][U]LEVEL 9[/U][-]:\n • Reduce Stamina and Movement penalties by [ff595f]60%[-]\n • Improve Leather Armor durability by [ff595f]55%[-]"
perkLightArmorRank10Desc,progression,perk,Leather Armor Level 10
perkLightArmorRank10LongDesc,progression,perk,"At [aceefc][U]LEVEL 10[/U][-]:\n • Reduce Stamina and Movement penalties by [ff595f]80%[-]\n • Improve Leather Armor durability by [ff595f]75%[-]\n • Craft quality [4287f5]6[-] Leather Armor"

FuriousRamsayPerkChefSatietyAuraName,progression,perk,Aura ([787878]Satiety[-])
FuriousRamsayPerkChefSatietyAuraDesc,progression,perk,"Aura that decreases your Allies' Hunger/Thirst"
FuriousRamsayPerkChefSatietyAuraRank1Desc,progression,perk,"Aura Level 1 ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeChefExpPercLvl1:0)}%[-])"
FuriousRamsayPerkChefSatietyAuraRank1LongDesc,progression,perk,"At [aceefc][U]LEVEL 1[/U][-]:\n • Nearby allies' Hunger/Thirst reduced by [f6f792]5%[-]"
FuriousRamsayPerkChefSatietyAuraRank2Desc,progression,perk,"Aura Level 2 ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeChefExpPercLvl2:0)}%[-])"
FuriousRamsayPerkChefSatietyAuraRank2LongDesc,progression,perk,"At [aceefc][U]LEVEL 2[/U][-]:\n • Nearby allies' Hunger/Thirst reduced by [f6f792]10%[-]"
FuriousRamsayPerkChefSatietyAuraRank3Desc,progression,perk,"Aura Level 3 ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeChefExpPercLvl3:0)}%[-])"
FuriousRamsayPerkChefSatietyAuraRank3LongDesc,progression,perk,"At [aceefc][U]LEVEL 3[/U][-]:\n • Nearby allies' Hunger/Thirst reduced by [f6f792]15%[-]"
FuriousRamsayPerkChefSatietyAuraRank4Desc,progression,perk,"Aura Level 4 ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeChefExpPercLvl4:0)}%[-])"
FuriousRamsayPerkChefSatietyAuraRank4LongDesc,progression,perk,"At [aceefc][U]LEVEL 4[/U][-]:\n • Nearby allies' Hunger/Thirst reduced by [f6f792]20%[-]"
FuriousRamsayPerkChefSatietyAuraRank5Desc,progression,perk,"Aura Level 5 ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeChefExpPercLvl5:0)}%[-])"
FuriousRamsayPerkChefSatietyAuraRank5LongDesc,progression,perk,"At [aceefc][U]LEVEL 5[/U][-]:\n • Nearby allies' Hunger/Thirst reduced by [f6f792]25%[-]"
FuriousRamsayPerkChefSatietyAuraRank6Desc,progression,perk,"Aura Level 6 ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeChefExpPercLvl6:0)}%[-])"
FuriousRamsayPerkChefSatietyAuraRank6LongDesc,progression,perk,"At [aceefc][U]LEVEL 6[/U][-]:\n • Nearby allies' Hunger/Thirst reduced by [f6f792]30%[-]"
FuriousRamsayPerkChefSatietyAuraRank7Desc,progression,perk,"Aura Level 7 ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeChefExpPercLvl7:0)}%[-])"
FuriousRamsayPerkChefSatietyAuraRank7LongDesc,progression,perk,"At [aceefc][U]LEVEL 7[/U][-]:\n • Nearby allies' Hunger/Thirst reduced by [f6f792]35%[-]"
FuriousRamsayPerkChefSatietyAuraRank8Desc,progression,perk,"Aura Level 8 ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeChefExpPercLvl8:0)}%[-])"
FuriousRamsayPerkChefSatietyAuraRank8LongDesc,progression,perk,"At [aceefc][U]LEVEL 8[/U][-]:\n • Nearby allies' Hunger/Thirst reduced by [f6f792]40%[-]"
FuriousRamsayPerkChefSatietyAuraRank9Desc,progression,perk,"Aura Level 9 ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeChefExpPercLvl9:0)}%[-])"
FuriousRamsayPerkChefSatietyAuraRank9LongDesc,progression,perk,"At [aceefc][U]LEVEL 9[/U][-]:\n • Nearby allies' Hunger/Thirst reduced by [f6f792]45%[-]"
FuriousRamsayPerkChefSatietyAuraRank10Desc,progression,perk,"Aura Level 10 ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeThugExpPercLvl10:0)}%[-])"
FuriousRamsayPerkChefSatietyAuraRank10LongDesc,progression,perk,"At [aceefc][U]LEVEL 10[/U][-]:\n • Nearby allies' Hunger/Thirst reduced by [f6f792]50%[-]"

dialog_FuriousRamsaySurvivalSpecialist_statement_start,Quest,Dialogs,"Is it time for some training?"

dialog_FuriousRamsaySurvivalSpecialist1_statement_start,Quest,Dialogs,"You look like someone in need of some help"

dialog_FuriousRamsaySurvivalSpecialist1_response_MoreLocations,Quest,Dialogs,"Could you show me different locations?"

dialog_FuriousRamsaySurvivalSpecialist1_response_whyhelpme,Quest,Dialogs,Why do you want to help me?
dialog_FuriousRamsaySurvivalSpecialist1_statement_whyhelpme,Quest,Dialogs,"Because you look lost my friend and lost in this place will get you killed. I specialize in helping people in need, call it a hobby if you will. Keeps me busy given the lack of entertainment."

dialog_FuriousRamsaySurvivalSpecialist1_response_findshelter,Quest,Dialogs,I need some shelter

dialog_FuriousRamsaySurvivalSpecialist1_response_questions,Quest,Dialogs,I have some questions
dialog_FuriousRamsaySurvivalSpecialist1_statement_questions,Quest,Dialogs,What would you like to know about?

dialog_FuriousRamsaySurvivalSpecialist1_statement_tasks,Quest,Dialogs,"Pick one of these locations and clear the place for us to start your training"

dialog_FuriousRamsaySurvivalSpecialist1_response_whatnow,Quest,Dialogs,Ok, so what now?
dialog_FuriousRamsaySurvivalSpecialist1_statement_whatnow,Quest,Dialogs,"Now you focus on getting yourself a good shelter. Pick on of my suggested locations and put down a bedroll there. Once secured, I'll set myself up there so we can begin your training."

dialog_FuriousRamsaySurvivalSpecialist1_statement_whatnow,Quest,Dialogs,"We stand against the Duke's will to take control over all trade. Don't be fooled by their looks. They are abusive and ruthless, you simply don't see what they don't want you to see. Be careful."

FuriousRamsayTraderNetworkBuriedSupplies,blocks,Block,Food Supplies
FuriousRamsaySurvivalBuriedSupplies,blocks,Block,Starter Pack Stash

FuriousRamsaySpawnSurvivalSpecialist,blocks,Block,Survival Specialist
FuriousRamsaySpawnSurvivalSpecialistDesc,blocks,Block,"Summon the Survival Specialist.\n\nFind an area of your choice, make sure it is clear.\n\nOnce summoned, stay put until they show up or they may simply not."
FuriousRamsaySpawnHunterTrainer,blocks,Block,Hunter Trainer
FuriousRamsaySpawnHunterTrainerDesc,blocks,Block,"Summon the Hunter Trainer.\n\nFind an area of your choice, make sure it is clear.\n\nOnce summoned, stay put until they show up or they may simply not."
FuriousRamsaySpawnThugTrainer,blocks,Block,Thug Trainer
FuriousRamsaySpawnThugTrainerDesc,blocks,Block,"Summon the Thug Trainer.\n\nFind an area of your choice, make sure it is clear.\n\nOnce summoned, stay put until they show up or they may simply not."
FuriousRamsaySpawnButcherTrainer,blocks,Block,Butcher Trainer
FuriousRamsaySpawnButcherTrainerDesc,blocks,Block,"Summon the ButcherTrainer.\n\nFind an area of your choice, make sure it is clear.\n\nOnce summoned, stay put until they show up or they may simply not."
FuriousRamsaySpawnSoldierTrainer,blocks,Block,Soldier Trainer
FuriousRamsaySpawnSoldierTrainerDesc,blocks,Block,"Summon the Soldier Trainer.\n\nFind an area of your choice, make sure it is clear.\n\nOnce summoned, stay put until they show up or they may simply not."
FuriousRamsaySpawnTechnogeekTrainer,blocks,Block,Technogeek Trainer
FuriousRamsaySpawnTechnogeekTrainerDesc,blocks,Block,"Summon the Technogeek Trainer.\n\nFind an area of your choice, make sure it is clear.\n\nOnce summoned, stay put until they show up or they may simply not."
FuriousRamsaySpawnMadmanTrainer,blocks,Block,Madman Trainer
FuriousRamsaySpawnMadmanTrainerDesc,blocks,Block,"Summon the Madman Trainer.\n\nFind an area of your choice, make sure it is clear.\n\nOnce summoned, stay put until they show up or they may simply not."
FuriousRamsaySpawnBuilderTrainer,blocks,Block,Builder Trainer
FuriousRamsaySpawnBuilderTrainerDesc,blocks,Block,"Summon the Builder Trainer.\n\nFind an area of your choice, make sure it is clear.\n\nOnce summoned, stay put until they show up or they may simply not."
FuriousRamsaySpawnChefTrainer,blocks,Block,Chef Trainer
FuriousRamsaySpawnChefTrainerDesc,blocks,Block,"Summon the Sous-Chef Trainer.\n\nFind an area of your choice, make sure it is clear.\n\nOnce summoned, stay put until they show up or they may simply not."

FuriousRamsayContainerTrainerHunter,blocks,Block,Hunter Training Supplies
FuriousRamsayContainerContentTrainerHunter,blocks,Block,Hunter Training Supplies
FuriousRamsayContainerTrainerHunterDesc,blocks,Block,"Training Supplies to get you started with your training as a Hunter"
FuriousRamsayContainerTrainerThug,blocks,Block,Thug Training Supplies
FuriousRamsayContainerContentTrainerThug,blocks,Block,Thug Training Supplies
FuriousRamsayContainerTrainerThugDesc,blocks,Block,"Training Supplies to get you started with your training as a Thug"
FuriousRamsayContainerTrainerButcher,blocks,Block,Butcher Training Supplies
FuriousRamsayContainerContentTrainerButcher,blocks,Block,Butcher Training Supplies
FuriousRamsayContainerTrainerButcherDesc,blocks,Block,"Training Supplies to get you started with your training as a Butcher"
FuriousRamsayContainerTrainerSoldier,blocks,Block,Soldier Training Supplies
FuriousRamsayContainerContentTrainerSoldier,blocks,Block,Soldier Training Supplies
FuriousRamsayContainerTrainerSoldierDesc,blocks,Block,"Training Supplies to get you started with your training as a Soldier"
FuriousRamsayContainerTrainerTechnogeek,blocks,Block,Technogeek Training Supplies
FuriousRamsayContainerContentTrainerTechnogeek,blocks,Block,Technogeek Training Supplies
FuriousRamsayContainerTrainerTechnogeekDesc,blocks,Block,"Training Supplies to get you started with your training as a Technogeek"
FuriousRamsayContainerTrainerMadman,blocks,Block,Madman Training Supplies
FuriousRamsayContainerContentTrainerMadman,blocks,Block,Madman Training Supplies
FuriousRamsayContainerTrainerMadmanDesc,blocks,Block,"Training Supplies to get you started with your training as a Madman"
FuriousRamsayContainerTrainerBuilder,blocks,Block,Builder Training Supplies
FuriousRamsayContainerContentTrainerBuilder,blocks,Block,Builder Training Supplies
FuriousRamsayContainerTrainerBuilderDesc,blocks,Block,"Training Supplies to get you started with your training as a Builder"
FuriousRamsayContainerTrainerChef,blocks,Block,Chef Training Supplies
FuriousRamsayContainerContentTrainerChef,blocks,Block,Chef Training Supplies
FuriousRamsayContainerTrainerChefDesc,blocks,Block,"Training Supplies to get you started with your training as a Sous-Chef"

FuriousRamsayZombieArlene,entityclasses,Entity,Zombie Arlene
FuriousRamsayZombieBoe,entityclasses,Entity,Zombie Boe
FuriousRamsayZombieJoe,entityclasses,Entity,Zombie Joe
FuriousRamsayZombieDarlene,entityclasses,Entity,Zombie Darlene
FuriousRamsayZombieMarlene,entityclasses,Entity,Zombie Marlene
FuriousRamsayZombieYo,entityclasses,Entity,Zombie Yo
FuriousRamsayZombieSteve,entityclasses,Entity,Zombie Steve
FuriousRamsayZombieBusinessMan,entityclasses,Entity,Zombie Business Man

attCharacterBuildName,progression,Attribute,Perception
attCharacterBuildNameDesc,progression,Attribute,"Perception is the measure of your sensory awareness
attCharacterBuildNameName,progression,Attribute,Attribute: Perception

skillCombatPerksName,progression,Skill,Combat Perks
skillCombatPerksDesc,progression,Skill,Improves your effectiveness in combat

quest_FuriousRamsaySpendSkillPoint_title,Journal Tip,,New Skills
quest_FuriousRamsaySpendSkillPoint,Journal Tip,,"Spend Skill Points"

FuriousRamsayPlacedTrainerHunter_title,Journal Tip,,Hunter Trainer
FuriousRamsayPlacedTrainerHunter,Journal Tip,,"Hunter Trainer"
FuriousRamsayPlacedTrainerThug_title,Journal Tip,,Thug Trainer
FuriousRamsayPlacedTrainerThug,Journal Tip,,"Thug Trainer"
FuriousRamsayPlacedTrainerButcher_title,Journal Tip,,Butcher Trainer
FuriousRamsayPlacedTrainerButcher,Journal Tip,,"Butcher Trainer"
FuriousRamsayPlacedTrainerSoldier_title,Journal Tip,,Soldier Trainer
FuriousRamsayPlacedTrainerSoldier,Journal Tip,,"Soldier Trainer"
FuriousRamsayPlacedTrainerTechnogeek_title,Journal Tip,,Technogeek Trainer
FuriousRamsayPlacedTrainerTechnogeek,Journal Tip,,"Technogeek Trainer"
FuriousRamsayPlacedTrainerMadman_title,Journal Tip,,Madman Trainer
FuriousRamsayPlacedTrainerMadman,Journal Tip,,"Madman Trainer"
FuriousRamsayPlacedTrainerBuilder_title,Journal Tip,,Builder Trainer
FuriousRamsayPlacedTrainerBuilder,Journal Tip,,"Builder Trainer"
FuriousRamsayPlacedTrainerChef_title,Journal Tip,,Sous-Chef Trainer
FuriousRamsayPlacedTrainerChef,Journal Tip,,"Sous-Chef Trainer"

FuriousRamsaySpawnSurvivalSpecialist1,items,Quest,Wandering Trader Location
FuriousRamsaySpawnSurvivalSpecialist1Desc,items,Quest,"This note provides the location of the Wandering Trader"

dialog_FuriousRamsaySurvivalSpecialist1_statement_start,Quest,Dialogs,"You look like a mess. Now what can I do for you?"

dialog_FuriousRamsaySurvivalSpecialist1_statement_background,Quest,Dialogs,What would you like to know about?

dialog_FuriousRamsaySurvivalSpecialist1_response_blackshield,Quest,Dialogs,Tell me about the Black Shield
dialog_FuriousRamsaySurvivalSpecialist1_statement_blackshield,Quest,Dialogs,"We stand against the Duke's will to take control over all trade. Don't be fooled by their looks. They are abusive and ruthless, you simply don't see what they don't want you to see. Be careful."

dialog_FuriousRamsaySurvivalSpecialist1_response_tradernetwork,Quest,Dialogs,Why should I trust you?
dialog_FuriousRamsaySurvivalSpecialist1_statement_tradernetwork,Quest,Dialogs,"Why should you trust the Trader Network? They got us into this mess with their scientists manipulating DNA like they were gods. Where do you think all of these zombies came from?"

FuriousRamsayStarterBackpackStrengthQuestItem,items,Quest,Starter Pack (Strength)
FuriousRamsayStarterBackpackStrengthQuestItemDesc,items,Quest,"This starter pack boosts up your Strength genetics line"
FuriousRamsayStarterBackpackDexterityQuestItem,items,Quest,Starter Pack (Dexterity)
FuriousRamsayStarterBackpackDexterityQuestItemDesc,items,Quest,"This starter pack boosts up your Dexterity genetics line"
FuriousRamsayStarterBackpackConstitutionQuestItem,items,Quest,Starter Pack (Constitution)
FuriousRamsayStarterBackpackConstitutionQuestItemDesc,items,Quest,"This starter pack boosts up your Constitution genetics line"
FuriousRamsayStarterBackpackIntelligenceQuestItem,items,Quest,Starter Pack (Intelligence)
FuriousRamsayStarterBackpackIntelligenceQuestItemDesc,items,Quest,"This starter pack boosts up your Intelligence genetics line"
FuriousRamsayStarterBackpackKnowledgeQuestItem,items,Quest,Starter Pack (Knowledge)
FuriousRamsayStarterBackpackKnowledgeQuestItemDesc,items,Quest,"This starter pack boosts up your Knowledge genetics line"
